category_code,section,diagram,group_code,group_name,oem_number,quantity,production_period,applies_for_models,notes,engine_tokens,interchange_signal,confidence_gate,required_verification
070,Engine Auxiliaries,AIR CLEANER & ELEMENT,22680,METER ASSEMBLY-AIR FLOW,22680AA160,01,02.1997 - 11.1998,*EJ20E +EJ25D,L/J E* I*,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
070,Engine Auxiliaries,AIR CLEANER & ELEMENT,22680,METER ASSEMBLY-AIR FLOW,22680AA190,01,02.1997 - 11.1998,*EJ20E +EJ25D,L/J KS K0 K1,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
070,Engine Auxiliaries,AIR CLEANER & ELEMENT,46022*A,CUSHION-AIR CLEANER,46060AA010,01,02.1997 - 08.1997,*EJ20E +EJ25D,L/J NO.1,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
070,Engine Auxiliaries,AIR CLEANER & ELEMENT,46022*A,CUSHION-AIR CLEANER,46060AC050,01,02.1997 - 11.1998,*EJ20E +EJ25D,FOR L/J NO.1,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
070,Engine Auxiliaries,AIR CLEANER & ELEMENT,46022*A,CUSHION-AIR CLEANER,46060AC020,01,09.1997 - 11.1998,*EJ20E +EJ25D,L/J NO.1,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
070,Engine Auxiliaries,AIR CLEANER & ELEMENT,010006200,FLANGE BOLT-PILOT,010006200,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
070,Engine Auxiliaries,AIR CLEANER & ELEMENT,16546,ELEMENT-AIR CLEANER,16546AA020,01,02.1997 - 11.1998,*EJ20E +EJ25D,L/J,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
070,Engine Auxiliaries,AIR CLEANER & ELEMENT,46083,SPACER,46061FA000,02,02.1997 - 11.1998,*EJ20E +EJ25D,L/J,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
070,Engine Auxiliaries,AIR CLEANER & ELEMENT,46022*B,CUSHION-AIR CLEANER,46060FA000,02,02.1997 - 08.1997,*EJ20E +EJ25D,L/J NO.2,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
070,Engine Auxiliaries,AIR CLEANER & ELEMENT,46022*B,CUSHION-AIR CLEANER,46060AC030,02,09.1997 - 11.1998,*EJ20E +EJ25D,L/J NO.2,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
070,Engine Auxiliaries,AIR CLEANER & ELEMENT,46063,CLAMP,746056120,02,02.1997 - 11.1998,*EJ20E +EJ25D,L/J,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
070,Engine Auxiliaries,AIR CLEANER & ELEMENT,46052A,"CASE COMPLETE-AIR CLEANER,LOWER",46053AC080,01,02.1997 - 11.1998,*EJ20E +EJ25D,L/J,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
071,Engine Auxiliaries,AIR INTAKE,46040,CHAMBER ASSEMBLY,46032AC080,01,02.1997 - 04.1998,*EJ20E +EJ25D,FOR L/J,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
071,Engine Auxiliaries,AIR INTAKE,46040,CHAMBER ASSEMBLY,46040AE020,01,05.1998 - 11.1998,*EJ20E +EJ25D,FOR L/J,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
071,Engine Auxiliaries,AIR INTAKE,N600009,NUT,902600009,02,02.1997 - 11.1998,*EJ20E +EJ25D,L/J,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
071,Engine Auxiliaries,AIR INTAKE,46022B,CUSHION-CHAMBER,46060AC010,02,02.1997 - 02.1998,*EJ20E +EJ25D,FOR L/J,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
071,Engine Auxiliaries,AIR INTAKE,46022B,CUSHION-CHAMBER,46022AE010,01,03.1998 - 11.1998,*EJ20E +EJ25D,FOR L/J,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
071,Engine Auxiliaries,AIR INTAKE,M000149,FLANGE BOLT,901000149,02,02.1997 - 11.1998,*EJ20E +EJ25D,L/J,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
071,Engine Auxiliaries,AIR INTAKE,57785A,BOLT-BUMPER,57719PA040,01,02.1997 - 11.1998,*EJ20E +EJ25D,L/J,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
071,Engine Auxiliaries,AIR INTAKE,46012A,DUCT-OUTLET,46021AC020,01,02.1997 - 11.1998,*EJ20E +EJ25D,L/J,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
073,Engine Auxiliaries,AIR DUCT,01040816G,FLANGE BOLT,01040816G,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
073,Engine Auxiliaries,AIR DUCT,99071,HOSE-VACUUM,99071AA381,01,02.1997 - 11.1998,,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
073,Engine Auxiliaries,AIR DUCT,A20683,BOLT,800206830,02,02.1997 - 11.1998,6X28X15.5,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
073,Engine Auxiliaries,AIR DUCT,14444,SPACER-BOOT,14444AA000,02,02.1997 - 11.1998,,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
073,Engine Auxiliaries,AIR DUCT,14486,CUSHION-BOOT,14486AA000,02,02.1997 - 11.1998,,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
073,Engine Auxiliaries,AIR DUCT,14457,BOOT-AIR INTAKE,14457AA202,01,02.1997 - 08.1997,,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
073,Engine Auxiliaries,AIR DUCT,14457,BOOT-AIR INTAKE,14457AA203,01,09.1997 - 11.1998,,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
073,Engine Auxiliaries,AIR DUCT,14455,CLAMP-AIR DUCT,14455AA010,01,02.1997 - 11.1998,,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
073,Engine Auxiliaries,AIR DUCT,14435,CHAMBER-AIR INTAKE,14435AA032,01,02.1997 - 11.1998,,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
073,Engine Auxiliaries,AIR DUCT,16563*B,STAY-AIR CLEANER,16563AA140,01,02.1997 - 11.1998,,MT.EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
073,Engine Auxiliaries,AIR DUCT,01041020G,FLANGE BOLT,01041020G,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
073,Engine Auxiliaries,AIR DUCT,16563*A,STAY-AIR CLEANER,16563AA023,01,02.1997 - 11.1998,,MT.EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
082,Engine Auxiliaries,EMISSION CONTROL (PCV),F91908,HOSE CLAMP,805919080,03,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
082,Engine Auxiliaries,EMISSION CONTROL (PCV),H415182,HOSE,807415182,01,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
082,Engine Auxiliaries,EMISSION CONTROL (PCV),11821,CONNECTOR-PCV HOSE,11821AA450,01,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
082,Engine Auxiliaries,EMISSION CONTROL (PCV),F92208,HOSE CLAMP,805922080,01,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
082,Engine Auxiliaries,EMISSION CONTROL (PCV),F92604,HOSE CLAMP,805926040,02,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
082,Engine Auxiliaries,EMISSION CONTROL (PCV),H51905,HOSE,807519050,01,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
082,Engine Auxiliaries,EMISSION CONTROL (PCV),99071*A,HOSE-VACUUM,99071AA301,01,02.1997 - 11.1998,EJ25D,NO.2,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
082,Engine Auxiliaries,EMISSION CONTROL (PCV),99071*B,HOSE-VACUUM,99071AA292,01,02.1997 - 11.1998,EJ25D,NO.1,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
082,Engine Auxiliaries,EMISSION CONTROL (PCV),13291,"HOSE-AIR BREATHER,ENGINE",13291AA021,01,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
082,Engine Auxiliaries,EMISSION CONTROL (PCV),F92208,HOSE CLAMP,805922080,01,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
082,Engine Auxiliaries,EMISSION CONTROL (PCV),H415182,HOSE,807415182,01,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
082,Engine Auxiliaries,EMISSION CONTROL (PCV),99071*A,HOSE-VACUUM,99071AA301,01,02.1997 - 11.1998,EJ25D,NO.2,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
082,Engine Auxiliaries,EMISSION CONTROL (PCV),11821,CONNECTOR-PCV HOSE,11821AA450,01,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
082,Engine Auxiliaries,EMISSION CONTROL (PCV),F91908,HOSE CLAMP,805919080,03,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
082,Engine Auxiliaries,EMISSION CONTROL (PCV),99071*B,HOSE-VACUUM,99071AA292,01,02.1997 - 11.1998,EJ25D,NO.1,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
082,Engine Auxiliaries,EMISSION CONTROL (PCV),F92604,HOSE CLAMP,805926040,02,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
082,Engine Auxiliaries,EMISSION CONTROL (PCV),H51905,HOSE,807519050,01,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
090,Engine Electrical,SPARK PLUG & HIGH TENSION CORD,01050818A,FLANGE BOLT,01050818A,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
090,Engine Electrical,SPARK PLUG & HIGH TENSION CORD,A20673,BOLT,800206730,04,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
090,Engine Electrical,SPARK PLUG & HIGH TENSION CORD,22451*A,"CABLE COMPLETE-HIGH TENSION,NO.1",22451AA620,02,02.1997 - 11.1998,EJ25D,NO.1,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
090,Engine Electrical,SPARK PLUG & HIGH TENSION CORD,22433,COIL ASSEMBLY-IGNITION,22433AA370,01,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
090,Engine Electrical,SPARK PLUG & HIGH TENSION CORD,10010,HANGER-ENGINE,10006AA091,01,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
090,Engine Electrical,SPARK PLUG & HIGH TENSION CORD,J20831,BOLT,808208310,01,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
090,Engine Electrical,SPARK PLUG & HIGH TENSION CORD,22451*B,"CABLE COMPLETE-HIGH TENSION,NO.1",22451AA580,01,02.1997 - 11.1998,EJ25D,NO.2,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
090,Engine Electrical,SPARK PLUG & HIGH TENSION CORD,22060,SENSOR ASSEMBLY-KNOCK,22060AA061,01,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
090,Engine Electrical,SPARK PLUG & HIGH TENSION CORD,22401,SPARK PLUG,22401AA370,04,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
090,Engine Electrical,SPARK PLUG & HIGH TENSION CORD,A50635,BOLT & WASHER ASSEMBLY,800506350,02,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
090,Engine Electrical,SPARK PLUG & HIGH TENSION CORD,010406200,FLANGE BOLT,010406200,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
090,Engine Electrical,SPARK PLUG & HIGH TENSION CORD,22053,SENSOR ASSEMBLY-CRANKSHAFT,22053AA052,01,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
090,Engine Electrical,SPARK PLUG & HIGH TENSION CORD,01040614G,FLANGE BOLT,01040614G,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
090,Engine Electrical,SPARK PLUG & HIGH TENSION CORD,22454,"CABLE COMPLETE-HIGH TENSION,NO.4",22454AA130,01,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
090,Engine Electrical,SPARK PLUG & HIGH TENSION CORD,22056,SENSOR ASSEMBLY-CAMSHAFT,22056AA062,01,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
090,Engine Electrical,SPARK PLUG & HIGH TENSION CORD,22472,SUPPORTER-HIGH TENSION CABLE,22472KA060,01,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
090,Engine Electrical,SPARK PLUG & HIGH TENSION CORD,22464,BRACKET-POWER STEERING PIPE,22464AA001,01,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
091,Engine Electrical,ENGINE WIRING HARNESS,0104S,FLANGE BOLT,010408120,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
091,Engine Electrical,ENGINE WIRING HARNESS,24020,HARNESS-ENGINE,24020AB692,01,01.06.1997 - 30.11.1998,EJ20E,lean burn excluding,EJ20E,ej20e_specific_target_part,Target-fit evidence only; no cross-engine interchange claim.,Use exact OEM number or supersession for purchases; do not substitute a donor engine without separate evidence.
091,Engine Electrical,ENGINE WIRING HARNESS,24226,CLIP-BAND,24226KA000,03,01.06.1997 - 30.11.1998,EJ20E,,EJ20E,ej20e_specific_target_part,Target-fit evidence only; no cross-engine interchange claim.,Use exact OEM number or supersession for purchases; do not substitute a donor engine without separate evidence.
093,Engine Electrical,STARTER,031010006,WASHER,031010006,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
093,Engine Electrical,STARTER,23343,"SWITCH ASSEMBLY-MAGNETIC,STARTER",23343AA160,01,02.1997 - 11.1998,,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
093,Engine Electrical,STARTER,23309,YOKE ASSEMBLY-STARTER,23309AA210,01,02.1997 - 11.1998,,2W.MT.(EJ18E+EJ20E) +LX.EJ20E.A/S +MT.EJ25D,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
093,Engine Electrical,STARTER,C01011,NUT,802010110,01,02.1997 - 04.1998,,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
093,Engine Electrical,STARTER,D01012,WASHER,803010120,01,05.1998 - 11.1998,10.5X18X2.0,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
093,Engine Electrical,STARTER,23300,STARTER MOTOR ASSEMBLY,23300AA380,01,02.1997 - 11.1998,,2W.MT.(EJ18E+EJ20E) +LX.EJ20E.A/S +MT.EJ25D,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
093,Engine Electrical,STARTER,23480,SCREW SET-STARTER,23480AA000,01,02.1997 - 11.1998,,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
093,Engine Electrical,STARTER,23351,GEAR ASSEMBLY-STARTER,23351AA000,03,02.1997 - 11.1998,,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
093,Engine Electrical,STARTER,23322,LEVER SET-STARTER,23322AA010,01,02.1997 - 11.1998,,2W.MT.(EJ18E+EJ20E) +LX.EJ20E.A/S +MT.EJ25D,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
093,Engine Electrical,STARTER,23339,THROUGH BOLT-STARTER,23339AA100,02,02.1997 - 11.1998,,2W.MT.(EJ18E+EJ20E) +LX.EJ20E.A/S +MT.EJ25D,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
093,Engine Electrical,STARTER,23329,"SHAFT ASSEMBLY-GEAR,STARTER",23329AA020,01,02.1997 - 11.1998,,2W.MT.(EJ18E+EJ20E) +LX.EJ20E.A/S +MT.EJ25D,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
